id,category,sub_category,material,color,occasion,brand,title,,fit,sleeve_length,neck,waist_rise,closure,print_or_pattern_type,shape,length,collar,preprocessed_product_details
108138,women,shrugs,cotton,white,"Casual settings, Layered looks",teemoods,floral printed cotton shrug,,,three-quarter sleeves,,,,,,regular,,white purple printed open front regular shrug has threequarter sleeves highlow hem
108139,women,shrugs,cotton,white,"Casual settings, Layered looks",teemoods,floral printed cotton shrug,,,three-quarter sleeves,,,,,,regular,,white pink printed open front regular shrug has threequarter sleeves highlow hem
108140,women,shrugs,cotton,white,"Casual settings, Layered looks",teemoods,floral printed cotton shrug,,,three-quarter sleeves,,,,,,regular,,white pink printed open front regular shrug has threequarter sleeves straight hem
108141,women,shrugs,cotton,,"Casual settings, Layered looks",teemoods,highlow cotton shrug,,,three-quarter sleeves,,,,,,regular,,charcoal solid open front regular shrug has threequarter sleeves highlow hem
108142,women,shrugs,cotton,black,"Casual settings, Layered looks",teemoods,open front cotton shrug,,,three-quarter sleeves,,,,,,regular,,black solid open front regular shrug has threequarter sleeves straight hem
108143,women,shrugs,cotton,white,"Casual settings, Layered looks",teemoods,open front cotton shrug,,,three-quarter sleeves,,,,,,regular,,white solid open front regular shrug has three quarter sleeves straight hem
108144,women,shrugs,cotton,grey,"Casual settings, Layered looks",teemoods,open front cotton shrug,,,three-quarter sleeves,,,,,,regular,,grey solid open front regular shrug has three quarter sleeves straight hem
108145,women,shrugs,cotton,blue,"Casual settings, Layered looks",teemoods,striped cotton waterfall shrug,,,three-quarter sleeves,,,,,,regular,,navy blue white striped waterfall regular shrug has threequarter sleeves asymmetric hem
108146,women,shrugs,cotton,blue,"Casual settings, Layered looks",teemoods,striped open front shrug,,,long sleeves,,,,,,regular,,navy blue white striped open front regular shrug has long sleeves straight hem
108147,women,shrugs,cotton,blue,"Casual settings, Layered looks",teemoods,striped open front shrug,,,three-quarter sleeves,,,,,,regular,,navy blue white striped open front regular shrug has threequarter sleeves highlow hem
108148,women,shrugs,gentle,black,"Casual settings, Layered looks",teemoods,women black shrug,,,three-quarter sleeves,,,,,,regular,,black solid open front regular shrug has threequarter sleeves asymmetric hem
108149,women,shrugs,gentle,black,"Casual settings, Layered looks",teemoods,women black shrug,,,three-quarter sleeves,,,,,,regular,,black solid open front regular shrug has threequarter sleeves asymmetric hem
108150,women,shrugs,cotton,black,"Casual settings, Layered looks",teemoods,women black solid open front longline shrug,,,long sleeves,,,,,,longline,,solid open front longline shrug has long sleeves straight hem
108151,women,shrugs,gentle,blue,"Casual settings, Layered looks",teemoods,women blue monochrome shrug,,,three-quarter sleeves,,,,,,regular,,blue solid open front regular shrug has threequarter sleeves straight hem
108152,women,shrugs,gentle,,"Casual settings, Layered looks",teemoods,women charcoal monochrome shrug,,,long sleeves,,,,,,regular,,charcoal solid open front regular shrug has long sleeves straight hem
108153,women,shrugs,gentle,,"Casual settings, Layered looks",teemoods,women charcoal monochrome shrug,,,long sleeves,,,,,,regular,,charcoal solid open front regular shrug has long sleeves straight hem
108154,women,shrugs,gentle,,"Casual settings, Layered looks",teemoods,women charcoal monochrome shrug,,,three-quarter sleeves,,,,,,regular,,charcoal solid open front regular shrug has threequarter sleeves highlow hem
108155,women,shrugs,gentle,,"Casual settings, Layered looks",teemoods,women charcoal monochrome shrug,,,three-quarter sleeves,,,,,,regular,,charcoal solid open front regular shrug has threequarter sleeves highlow hem
108156,women,shrugs,gentle,,"Casual settings, Layered looks",teemoods,women charcoal shrug,,,sleeveless,,,,,,regular,,charcoal solid open front regular shrug has sleeveless asymmetric hem
108157,women,shrugs,cotton,,"Casual settings, Layered looks",teemoods,women cotton shrug,,,long sleeves,,,,,,regular,,solid open front regular shrug has long sleeves chest pocket detail straight hem
108158,women,shrugs,gentle,grey,"Casual settings, Layered looks",teemoods,women grey melange monochrome shrug,,,long sleeves,,,,,,regular,,grey melange solid open front regular shrug has long sleeves straight hem
108159,women,shrugs,gentle,grey,"Casual settings, Layered looks",teemoods,women grey melange monochrome shrug,,,long sleeves,,,,,,regular,,grey melange solid open front regular shrug has long sleeves straight hem
108160,women,shrugs,gentle,grey,"Casual settings, Layered looks",teemoods,women grey melange monochrome shrug,,,three-quarter sleeves,,,,,,regular,,grey melange solid open front regular shrug has threequarter sleeves straight hem
108161,women,shrugs,gentle,grey,"Casual settings, Layered looks",teemoods,women grey melange monochrome shrug,,,three-quarter sleeves,,,,,,regular,,grey melange solid open front regular shrug has threequarter sleeves highlow hem
108162,women,shrugs,gentle,grey,"Casual settings, Layered looks",teemoods,women grey monochrome shrug,,,three-quarter sleeves,,,,,,regular,,grey solid open front regular shrug has threequarter sleeves highlow hem
108163,women,shrugs,viscose,white,"Casual settings, Layered looks",teemoods,women long sleeves open shrug,,,long sleeves,,,,,,regular,,white solid open front regular shrug has long sleeves straight hem pockets
108164,women,shrugs,cotton,grey,"Casual settings, Layered looks",teemoods,women melange longline open front shrug,,,long sleeves,,,,,,longline,,grey melange solid open front longline shrug has long sleeves straight hem
108165,women,shrugs,cotton,yellow,"Casual settings, Layered looks",teemoods,women monochrome open front cotton shrug,,,long sleeves,,,,,,regular,,yellow solid open front regular shrug has long sleeves straight hem
108166,women,shrugs,viscose,black,"Casual settings, Layered looks",teemoods,women open front full sleeves shrug,,,long sleeves,,,,,,regular,,black solid open front regular shrug has long sleeves straight hem
108167,women,shrugs,viscose,blue,"Casual settings, Layered looks",teemoods,women open front full sleeves shrug,,,long sleeves,,,,,,regular,,navy blue solid open front regular shrug has long sleeves straight hem
108168,women,shrugs,cotton,green,"Casual settings, Layered looks",teemoods,women open front pocket detailing cotton shrug,,,long sleeves,,,,,,regular,,teal green solid open front regular shrug has long sleeves straight hem
108169,women,shrugs,gentle,red,"Casual settings, Layered looks",teemoods,women red monochrome shrug,,,three-quarter sleeves,,,,,,regular,,red solid open front regular shrug has threequarter sleeves highlow hem
108170,women,shrugs,gentle,red,"Casual settings, Layered looks",teemoods,women red monochrome shrug,,,three-quarter sleeves,,,,,,regular,,red solid open front regular shrug has threequarter sleeves highlow hem
108171,women,shrugs,gentle,red,"Casual settings, Layered looks",teemoods,women red shrug,,,long sleeves,,,,,,regular,,red solid open front regular shrug has long sleeves straight hem
108172,women,shrugs,gentle,red,"Casual settings, Layered looks",teemoods,women red shrug,,,long sleeves,,,,,,regular,,red solid open front regular shrug has long sleeves highlow hem
108173,women,shrugs,cotton,red,"Casual settings, Layered looks",teemoods,women red solid shrug,,,three-quarter sleeves,,,,,,regular,,red solid open front regular shrug has threequarter sleeves highlow hem
108174,women,shrugs,cotton,red,"Casual settings, Layered looks",teemoods,women red solid shrug,,,three-quarter sleeves,,,,,,regular,,red solid open front regular shrug has threequarter sleeves highlow hem
108175,women,shrugs,gentle,green,"Casual settings, Layered looks",teemoods,women sea green monochrome shrug,,,three-quarter sleeves,,,,,,regular,,sea green solid open front regular shrug has threequarter sleeves highlow hem
108176,women,shrugs,cotton,,"Casual settings, Layered looks",teemoods,women solid longline shrug,,,long sleeves,,,,,,longline,,solid open front longline shrug has long sleeves straight hem
108177,women,shrugs,cotton,blue,"Casual settings, Layered looks",teemoods,women striped cotton shrug,,,long sleeves,,,,,,regular,,navy blue white striped open front regular shrug has long sleeves straight hem
108178,women,shrugs,gentle,white,"Casual settings, Layered looks",teemoods,women white shrug,,,long sleeves,,,,,,regular,,white solid open front regular shrug has long sleeves straight hem
108179,women,shrugs,gentle,white,"Casual settings, Layered looks",teemoods,women white shrug,,,long sleeves,,,,,,regular,,white solid open front regular shrug has long sleeves highlow hem
108180,women,shrugs,gentle,white,"Casual settings, Layered looks",teemoods,women white shrug,,,long sleeves,,,,,,regular,,white solid open front regular shrug has long sleeves highlow hem
108181,women,shrugs,gentle,yellow,"Casual settings, Layered looks",teemoods,women yellow monochrome shrug,,,three-quarter sleeves,,,,,,regular,,yellow solid open front regular shrug has threequarter sleeves straight hem
108182,women,shrugs,georgetteh,black,"Casual settings, Layered looks",unaone,animal printed tasselled georgette open front shrug,,,three-quarter sleeves,,,,,,regular,,rust brown black animal printed open front regular shrug has threequarter sleeves tasselled detail straight hem
108183,women,shrugs,cotton,black,"Casual settings, Layered looks",unaone,cotton open front shrug,,,three-quarter sleeves,,,,,,regular,,black solid open front regular shrug has threequarter sleeves straight hem
108184,women,shrugs,cotton,black,"Casual settings, Layered looks",unaone,embellished open front party shrug,,,three-quarter sleeves,,,,,,regular,,black embellished open front regular shrug has threequarter sleeves embellished detail straight hem
108185,women,shrugs,cotton,red,"Casual settings, Layered looks",unaone,floral embroidered cotton lace open front shrug,,,three-quarter sleeves,,,,,,regular,,white floral open front regular shrug has threequarter sleeves embroidered detail straight hem
108186,women,shrugs,cotton,red,"Casual settings, Layered looks",unaone,geometric embroidered cotton lace open front shrug,,,three-quarter sleeves,,,,,,regular,,peachcoloured geometric open front regular shrug has threequarter sleeves embroidered detail straight hem
